fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,6.319058738882904
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6.702978868412602
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7.700500890976408
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,4.360760305539165
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,6.609081754766626
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,5.146716429865407
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,6.6447823933517975
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5.3855164828439905
6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,5.254574172617996
5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6.580527991398401
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7.145654006976871
8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,6.568482716153665
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54,10.3,6.273544174091021
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6.230744775353628
6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6.5119705922759366
6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6.465489748497027
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6.7913578902181015
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6.243039749975476
5.7,0.2,0.3,2.5,0.046,38.0,125.0,0.99276,3.34,0.5,9.9,6.775010898232942
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6.272471079146144
6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,5.683888483285008
7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5.7212185045706745
6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,6.564291757178185
5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.99232,3.2,0.47,10.0,6.341809223892318
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6.195409105608711
6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,7.1096447032809635
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6.870458190814177
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,7.440629021253606
6.5,0.46,0.41,16.8,0.084,59.0,222.0,0.9993,3.18,0.58,9.0,5.279066490454497
6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.99032,3.4,0.44,12.2,5.271367878791984
5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,7.533572478721352
7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,3.1,0.45,9.6,5.421029579279182
6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6.116141484228606
6.0,0.32,0.12,5.9,0.041,34.0,190.0,0.9944,3.16,0.72,10.0,5.67290813389269
7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,6.566996711099585
6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,5.867982199833777
9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,2.93,0.46,10.8,5.728158289510908
6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,4.880370569095843
6.4,0.55,0.26,9.6,0.027,20.0,104.0,0.9924,3.22,0.73,13.1,6.783394794767513
6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.9921,3.41,0.47,11.3,6.741498249854907
5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,7.3527254495288
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6.413484848575385
7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,8.582345021448248
6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,7.297156998240634
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,3.1,0.47,9.4,6.451454226357434
7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,6.700007489165182
6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.9926,3.42,0.51,10.5,5.603545581738016
7.1,0.39,0.3,9.9,0.037,29.0,124.0,0.99414,3.07,0.42,10.9,6.366643047207652
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7.704552111328245
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,6.5605790525085865
6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,0.43,9.5,6.553741090589375
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7.397013527403759
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4.498692291266227
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5.345181703676046
7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5.11188968305927
7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6.444041566860204
6.0,0.2,0.38,1.3,0.034,37.0,104.0,0.98865,3.11,0.52,12.7,6.4755695507810405
4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.79,0.55,10.2,5.527457755897533
6.5,0.29,0.32,3.0,0.036,38.0,93.0,0.9906,3.16,0.59,12.0,6.742430919673699
7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,7.369543031054658
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8.426449599297056
7.5,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5.653235519524244
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6.349495577083631
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6.530749905761696
6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,3.23,0.64,10.8,6.418343597287128
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6.451275123457715
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5.651628977842135
6.5,0.32,0.45,7.7,0.022,31.0,97.0,0.99134,3.2,0.7,12.7,7.425309388803912
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,4.658148801447967
6.9,0.2,0.34,1.9,0.043,25.0,136.0,0.9935,3.31,0.6,10.1,4.109513378358969
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6.214077065216108
8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6.0363599818502305
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5.266845876566607
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8.871368732569834
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,5.4964928182633095
7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6.3557394499085085
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7.656561364998485
7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,5.6848022114514345
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,6.255830437187495
7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7,7.999640023594822
8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.9933,3.13,0.5,10.2,6.555266168600211
7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,7.580470397690869
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5.599446630271572
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5.599027574009194
7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6.375705319057104
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6.92250385819256
6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,6.442962310651268
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6.691503555528666
6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5.40501307555575
7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66,11.9,6.369546699379337
6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,5.8803729226501975
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,7.478325792676232
6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,3.28,0.33,9.0,5.493178559802091
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,5.556723441101002
9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,8.02035409426416
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5.933752233584285
8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6.756756521665155
5.0,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,7.07072451654809
6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.79,12.3,8.311084656015819
7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7.631176798138278
7.5,0.22,0.33,6.7,0.036,45.0,138.0,0.9939,3.2,0.68,11.4,6.515164586196088
6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,6.146182453592829
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6.592619386132755
7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5.40183470401719
6.8,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,3.17,0.47,9.3,5.806700168196062
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,6.420995627112326
5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,4.409621606155431
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6.806613765170261
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6.486909204315566
5.8,0.26,0.29,1.0,0.042,35.0,101.0,0.99044,3.36,0.48,11.4,7.7325755387494315
6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.9956,3.11,0.38,9.0,5.58487188798466
6.4,0.31,0.5,5.8,0.038,42.0,111.0,0.99189,3.18,0.53,11.9,7.587554292260695
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7.451190525423919
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5.6004420091414016
7.3,0.18,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,11.7,6.473701637602155
7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,10.8,5.339239310468726
6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6.479149136936709
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6.7575661577350115
5.9,0.22,0.3,1.3,0.052,42.0,86.0,0.99069,3.31,0.47,11.55,6.607201845118273
7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6.653688146265353
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7.500293474288422
6.7,0.24,0.41,8.7,0.036,29.0,148.0,0.9952,3.22,0.62,9.9,6.112441968763701
6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,5.255714300316185
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6.442198889291227
5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,6.272987530896542
8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6.395128487481846
6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,3.15,0.46,10.2,5.387889086057159
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,6.393918251974487
6.8,0.32,0.23,3.3,0.026,31.0,99.0,0.9896,3.1,0.4,12.4,6.787433971060823
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6.489404345014094
6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,7.6869340316201065
6.1,0.28,0.32,2.5,0.042,23.0,218.5,0.9935,3.27,0.6,9.8,5.532788988911605
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,7.783149321532022
6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,5.704195921029525
5.6,0.18,0.3,10.2,0.028,28.0,131.0,0.9954,3.49,0.42,10.8,7.381696826065887
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5.892325894659636
6.2,0.21,0.29,1.6,0.039,24.0,92.0,0.99114,3.27,0.5,11.2,6.409095518596317
8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39,12.5,6.540000133166332
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6.5754053666060654
5.5,0.62,0.33,1.7,0.037,24.0,118.0,0.98758,3.15,0.39,13.55,6.5976729520429
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7.659235978995246
5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,6.348643116250462
6.0,0.24,0.33,2.5,0.026,31.0,85.0,0.99014,3.13,0.5,11.3,7.642467053362673
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6.616229111401735
6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.64,0.54,10.0,7.500094406957817
7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.997,3.25,0.53,10.2,6.462051299209188
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6.3383796708948585
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6.596070232424891
6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,3.26,0.54,8.8,7.3679060960083405
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5.5475761540399295
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6.479734195436382
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6.2331678488501545
6.3,0.41,0.18,3.5,0.027,23.0,109.0,0.99018,3.34,0.54,12.8,8.313312297225401
6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6.580955171554707
9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,4.395136377206119
6.2,0.76,0.01,3.2,0.041,18.0,120.0,0.99026,3.2,0.94,13.7,7.3883159663024935
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6.34721051955113
9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,3.03,0.41,10.6,5.353997695427103
8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5.82853330357127
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6.276012172599077
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6.794580649133035
6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.9972,3.15,0.57,9.0,4.433853755840344
6.4,0.69,0.09,7.6,0.044,34.0,144.0,0.9948,3.26,0.38,10.1,6.369249101484424
6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,7.576764712766254
6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5.510608156854089
6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.99594,3.2,0.45,9.3,5.4605000098262675
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,5.543976726098694
6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,6.507439639387254
7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6.456880449732032
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6.687134875850148
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5.210604656897768
7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,7.317067035367117
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5.342356966539617
6.2,0.35,0.25,18.4,0.051,28.0,182.0,0.99946,3.13,0.62,9.3,6.288412667598218
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5.5171853218664815
5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,3.24,0.41,11.4,6.601083911814898
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7.107493901095816
6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5.4051893853928386
6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6.435667283890177
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,5.442828808768514
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6.2429824060266945
7.4,0.105,0.34,12.2,0.05,57.0,146.0,0.9973,3.16,0.37,9.0,6.437335825434474
7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.99802,3.03,0.46,8.9,5.317775421625979
6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6.433124578659736
5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,10.5,6.156074496266893
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5.434488115326204
8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,6.356193280807501
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,5.4475037904506225
6.6,0.34,0.18,6.4,0.082,47.0,240.0,0.9971,3.42,0.48,9.2,5.5601585420628945
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6.491052987916956
7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,0.82,12.3,6.6586790403551115
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6.427846717360731
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5.623776963573018
7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,6.724997421276033
7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6.554751941092791
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,6.495840433893558
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6.582872416835758
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,5.5618167234908915
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7.700248601618652
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6.658759891901973
9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,6.661165442084955
6.3,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,5.508805191512362
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7.568245326538497
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,5.564505252651194
7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,3.2,0.56,9.8,6.258524119578459
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6.713783203685063
6.4,0.23,0.37,7.9,0.05,60.0,150.0,0.99488,2.86,0.49,9.3,6.166141894011107
7.5,0.42,0.19,6.9,0.041,62.0,150.0,0.99508,3.23,0.37,10.0,6.642437331525407
5.9,0.25,0.25,11.3,0.052,30.0,165.0,0.997,3.24,0.44,9.5,6.553399219371542
7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.99393,3.11,0.52,10.2,7.443142354446159
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7.578238031765251
7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,6.5837138652458895
5.5,0.32,0.13,1.3,0.037,45.0,156.0,0.99184,3.26,0.38,10.7,5.238440018649385
5.9,0.17,0.28,0.7,0.027,5.0,28.0,0.98985,3.13,0.32,10.6,5.783225256416301
6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6.514427610770333
7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,5.962946460908184
6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6.657954205727341
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5.509879469383077
6.4,0.3,0.33,5.2,0.05,30.0,137.0,0.99304,3.26,0.58,11.1,5.361992142801476
7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,6.477832092561455
6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,7.529966145716533
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,7.7930860308655445
6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6.745331966862106
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7.590297696494989
6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,6.853838233847332
6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.99591,3.21,0.43,9.0,5.096763774079889
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,6.592557477305662
6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5.751130383704087
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7.60948755428311
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,5.2334384042353
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,7.777888626703559
6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6.652269712674687
6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,6.568602392042692
7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6.517671598231215
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6.898740413629751
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5.58890350874659
6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,7.451616068252568
5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.992,3.27,0.66,10.0,5.337724299820888
