fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
6.6,0.4661104112224025,0.9681770215992846,25.238015948131896,0.045,31.0,147.0,1.0169775564967702,5.275569647846697,0.52,9.2,5.7679843918723535
6.2,0.615241318712107,0.8243998635583689,12.785985844038434,0.056,49.0,206.0,1.1447150614572321,5.335567325754488,0.52,9.4,5.845054636619831
6.6,0.009791108192986397,0.2897347232901249,20.661511539318415,0.034,8.0,74.0,2.0865235788664718,5.104570489612103,0.57,12.9,6.933303685398076
7.0,0.2148720991268186,0.14243943375301693,11.577084872976728,0.058,22.0,89.0,2.04514156463954,5.671018547213636,0.38,9.2,6.2314749226385535
6.9,0.10704135198108074,0.22471855278318226,1.945250394905309,0.041,22.0,81.0,1.8106525107996845,4.983686997771275,0.54,11.4,6.11876366462067
7.2,0.1297212344601386,0.49010887201625297,23.01408450469455,0.055,55.0,205.0,1.263236888477056,5.126574263775555,0.38,9.0,8.255077096520356
5.6,0.39665253515250365,0.5100823039820639,13.26369461767994,0.043,32.0,105.0,2.041248196393103,5.651303781546674,0.47,11.2,7.4942311736766785
7.8,-0.21642097891506662,0.09322334794724207,26.684891591377767,0.054,23.0,135.0,1.734614785383306,5.386365874218313,0.38,9.0,7.3037887514205515
7.4,0.02872339779148625,0.32506326403322944,24.331927406733886,0.05,25.0,135.0,1.7939173345054602,4.38754776232654,0.43,8.7,7.373012192910738
6.4,0.10215393537721323,-0.10638061582740266,3.7563986401578755,0.084,21.0,191.0,1.726107283332974,5.773958553601575,0.63,9.6,5.240094372536021
8.0,0.30002518721977073,0.7047905417832518,2.259389715074924,0.044,28.0,101.0,1.1324638446121689,4.648719640512425,0.43,12.5,6.504898013148148
7.2,-0.1399369468891799,0.46362202016618587,13.022246229858458,0.051,40.0,167.0,1.236647714775934,5.719246365285084,0.62,9.7,6.203826354111833
6.2,0.24926782305284073,0.3024792482247657,9.166725572349385,0.044,56.0,158.0,1.4390945500774914,5.774984052105945,0.37,10.5,7.5656495726012185
6.9,0.912826988922059,0.20556678097974185,14.209986106668902,0.053,36.0,148.0,1.786691912259934,4.640959806263205,0.5,9.3,6.1837334266675095
6.8,0.7808110883310304,0.3899533199331704,6.637802258051088,0.066,38.0,165.0,1.1770703753270564,5.0834463166066906,0.42,9.1,6.734266951120966
5.6,0.517637562021313,0.275581635596102,12.677294645655518,0.043,31.0,101.0,1.5382600755167428,5.183577107074121,0.42,10.4,6.925006264323628
5.8,0.21418083307962715,0.591318010362879,5.714380744090394,0.044,35.0,158.0,1.530985146951085,4.973112942701753,0.37,12.1,7.891675339347818
8.3,-0.08238633713276206,0.48210539343508824,3.6054526576414427,0.03,22.0,162.0,1.8240619067982733,4.8784129827172285,0.68,11.9,7.033675648890391
6.2,0.2725073963856958,0.7176180306238027,1.8807173507084618,0.037,14.0,79.0,1.7912014606822986,5.841769333100321,0.54,10.3,6.328679458100629
6.4,0.6361135130955657,0.6386270369484813,11.643844487686241,0.046,53.0,206.0,1.2898922212843602,5.174822080730775,0.43,9.2,6.798524462191441
6.0,0.050683562317702824,-0.12612345065894826,6.512831984932664,0.046,50.0,147.0,2.0200218508461907,5.299379843012478,0.56,11.6,6.8424334151299675
6.4,0.42043181710344935,0.745327862979412,20.4410442950768,0.039,19.0,124.0,1.243652051374913,5.535027223566794,0.43,10.6,6.858000028356559
6.5,0.29386507972867504,0.11919024608554585,27.819033481434822,0.046,15.0,110.0,1.924919832570225,5.181958974967568,0.42,9.2,7.134145583581706
6.1,1.1114222935854836,0.051924884095423396,2.26180683891063,0.046,17.0,77.0,1.4240605304954805,5.916247286902343,0.57,10.3,6.259835440088355
5.7,0.38701135841596757,0.46706503646587433,3.989229610719968,0.046,38.0,125.0,1.6375937860300116,5.056576186107592,0.5,9.9,6.42719300806975
7.6,-0.23567207365913317,0.7946811538863551,3.143581152883687,0.036,10.0,119.0,1.6538762380312915,5.017307803416655,0.7,12.8,7.566034798319236
6.4,-0.27785527055266285,0.40074907828559514,16.339495393432166,0.042,54.0,140.0,1.6540322322126388,5.2670449848175815,0.47,9.2,4.996375887968095
7.5,0.651149649079125,0.3343921955595619,9.526461645192462,0.057,131.0,313.0,1.7937097595303713,5.473121830110423,0.59,10.5,6.308185534436422
6.9,1.0815095927989586,1.1786921046703338,1.4372424314486403,0.137,52.0,123.0,1.70655784938006,4.862063562990993,0.39,9.2,6.813220159601158
5.9,0.26770765461978435,1.0329621052979432,1.9565630470700555,0.046,24.0,90.0,1.8228067389611615,4.575120049959803,0.47,10.0,7.080061240831726
8.3,0.15375412238244723,0.5911965737325603,12.823331828633808,0.025,38.0,107.0,1.7282819881035407,4.177963739351522,0.37,11.9,7.77904939266697
6.5,0.7212322528592788,0.23761114816146117,5.900135155993718,0.027,40.0,130.0,1.205623422322247,5.46870422912792,0.39,12.7,7.934408607067338
6.8,0.0645110774964674,0.35266499292910997,15.288097437205149,0.055,41.0,103.0,1.6734517223673964,4.596941920690554,0.56,10.5,7.312694002752885
6.9,-0.36324638612860194,0.34073474612528926,8.338923302628773,0.024,36.0,135.0,1.4225190292484002,5.18703032533315,0.72,10.7,8.029283483840958
6.5,1.047179316782706,0.7273573802084022,26.37106255366606,0.084,59.0,222.0,1.266101256627815,5.122269793350708,0.58,9.0,5.945311915123348
6.2,0.19204536147945114,0.6891940485898572,2.6503589337844415,0.036,4.0,117.0,1.49756003219681,5.389948099691824,0.44,12.2,5.883412351079818
5.6,0.6350353597464113,1.0932475811541646,16.54697823555193,0.043,78.0,175.0,1.6461706797105273,4.739091614323533,0.43,10.4,8.350529174253113
7.6,0.18770396290679597,0.4994379947248734,2.49856442271828,0.068,5.0,55.0,1.6659425083963355,4.7003831484864325,0.45,9.6,5.634199066939329
6.5,0.48453373823816154,0.4328176101317651,25.025646084912697,0.042,55.0,195.0,1.9132874235420805,5.163266693330099,0.5,9.6,6.433988405724368
6.0,0.7684495842466084,0.4121723645593872,9.078555697718764,0.041,34.0,190.0,1.9832327356914732,4.880651970161681,0.72,10.0,6.037237486715544
7.0,0.7851052853215617,0.07217241186407142,2.531814290310315,0.044,12.0,87.0,1.6885642492272068,4.8163230439622895,0.46,10.5,7.096392001794248
6.4,0.4538966002444272,0.3242739820767613,1.7198753659623278,0.038,18.0,122.0,1.740091913102823,5.182905286587252,0.42,11.5,5.08792091730052
9.8,0.6309717287396999,0.8992388573644059,2.208845520961328,0.042,11.0,124.0,1.6196327099526966,4.619992019030385,0.46,10.8,5.994756285694669
6.4,0.6659118540537334,0.5185844279905529,12.309528571349887,0.05,55.0,191.0,1.8236076390948757,5.348652036952126,0.49,9.0,5.386561539392744
6.4,1.0192508603182457,0.3581253886725852,15.513203664949812,0.027,20.0,104.0,1.7339364416511192,5.113062751238593,0.73,13.1,7.31342155372391
6.6,0.012645839748606058,0.3726379568287552,1.91721387399377,0.035,32.0,127.0,1.571013571842659,5.76311070097703,0.47,11.3,6.098157572051684
5.3,0.25837529370884754,0.003364617566878003,6.22867746113742,0.031,45.0,130.0,2.23074677010129,5.757356485397945,0.58,11.75,8.962537914931545
6.3,-0.3607177309062638,0.6696919768181283,6.83578702087759,0.04,37.0,117.0,1.4230569909674544,5.440483395316846,0.43,11.3,6.830900791682087
7.3,0.8539524002518941,0.9876339055440367,1.582982997941583,0.043,36.0,113.0,2.0219370870125015,5.584340560520554,0.48,12.7,8.567519025756344
6.8,0.21728106788669999,1.4095462175799076,9.636040528347356,0.032,40.0,121.0,1.181136122101919,5.186049662845057,0.53,12.0,7.858513769815904
6.6,0.8060591736128905,0.6759338550554138,9.683537636834224,0.063,31.0,150.0,1.8366769609354365,5.219607612715022,0.47,9.4,7.278135429316945
7.6,0.4251131720363473,0.5927361045068058,17.62337288508477,0.06,48.0,174.0,2.024890505518051,5.034808221578872,0.38,10.5,7.445235044617468
6.9,-0.012728004471290855,0.25205681605472785,1.483904770252693,0.054,24.0,164.0,1.0159942786976244,5.76737095378716,0.51,10.5,5.862844344987582
7.1,0.5879332699395664,-0.08365707412294487,16.310772354385414,0.037,29.0,124.0,1.6323091719165284,5.096231741586905,0.42,10.9,6.2806547925939045
7.9,0.08755338450077241,0.77308777492195,2.6543133534715597,0.05,17.0,114.0,1.8063042123732134,5.220047861765884,0.49,10.7,7.393851433188909
7.5,0.3292329559209314,1.4891017360462908,2.7846636905029856,0.031,44.0,109.0,1.66054908123842,5.180755264030842,0.46,12.5,7.143193849370372
6.2,0.7545861976479844,0.7972436688970739,21.67145675926284,0.046,57.0,206.0,1.709846780682089,5.0994440017932705,0.43,9.5,7.493663564755225
7.7,1.201223041164302,0.8629692807341395,10.71747590020859,0.037,32.0,155.0,1.6330269487129991,5.392160397716306,0.62,10.7,8.558737625792059
7.1,0.6708610925230644,0.5216808451173747,4.230679305335631,0.034,23.0,111.0,1.2622056520915226,5.217140251880304,0.64,10.2,5.084046287705391
7.8,0.43991308979277893,0.6038569480840966,3.5778382564051125,0.046,28.0,208.0,2.3013576776466325,5.217805654362372,0.64,9.8,6.483649783090712
7.7,0.8738523279868373,-0.3591241954833932,3.7674365345807663,0.069,29.0,134.0,1.4390506410052604,5.274938784623895,0.62,9.8,6.956174608796001
7.9,1.217870795093241,0.6447531742291992,7.210176077391741,0.033,23.0,100.0,1.7161203716336717,5.3386820016779115,0.52,12.7,7.595173856368146
6.0,-0.09771123469308907,0.43419782912725535,1.9251819470408957,0.034,37.0,104.0,1.3877880968743719,5.082018139237687,0.52,12.7,7.461018950702186
4.6,1.079456428408759,-0.2105182039787661,2.183074532822095,0.053,11.0,178.0,0.9080570429937908,6.243893092217511,0.55,10.2,5.596721408453858
6.5,0.6949046056229615,0.4150229140854178,5.555912293693613,0.036,38.0,93.0,1.3076061378753094,5.437509037456769,0.59,12.0,7.481309810214002
7.3,0.77243571699695,0.42089865316469555,28.60047213490144,0.049,41.5,195.0,1.1657179923174588,4.851010112648742,0.44,9.1,8.230616238944373
6.7,0.6279862368050702,0.2647093224085013,5.981675890426608,0.042,105.0,179.0,1.914494261767347,4.5293739989409385,0.59,11.3,9.325322814183568
7.5,0.3636812977397578,0.5001616216527929,27.976479625055237,0.051,33.0,173.0,1.4163395951866635,5.334338955653572,0.64,10.2,6.630553139472256
6.4,1.0258611932548303,0.16851672113758406,10.812229671766218,0.04,35.0,162.0,1.4387325982460113,5.265066524390785,0.58,9.9,7.1792789241840955
6.5,0.5818795825746447,0.4780968867268439,18.429075282153857,0.041,29.0,109.0,1.2713887862188793,4.560898562996829,0.3,10.9,6.9487268346692685
6.2,0.3177018937917241,0.20984665563499016,8.196392597847352,0.043,50.0,188.0,1.617298619614531,4.629140673399634,0.64,10.8,6.46506709616954
6.0,0.6637934045121123,0.4477826688103948,7.560991146010438,0.041,40.0,186.0,1.3728224450916158,5.32338491594929,0.54,11.0,6.851741841177337
5.8,0.7077187705183582,0.05511132309412464,14.715508874590713,0.044,55.0,152.0,1.8914664193740367,4.809564212634334,0.38,9.4,6.106426133581342
6.5,0.5404283227585989,0.5275652044506403,11.968861487213413,0.022,31.0,97.0,1.6767557969267481,4.89492235769248,0.7,12.7,8.138809670091264
6.0,0.6779409150566675,0.7790196529100593,1.4798785394482505,0.033,9.0,65.0,1.4113962642826658,5.360471038354518,0.35,12.1,5.121938149335162
6.9,0.3465101246310955,0.06280071557351269,3.1844485961701374,0.043,25.0,136.0,1.844669915551106,5.512576375722512,0.6,10.1,5.479754929880522
7.9,0.233977280069807,0.18527778681835888,2.5594507198497087,0.034,25.0,122.0,1.5877901569069717,4.556488755534531,0.51,11.9,7.432682350108561
8.5,0.15345266241166877,0.6026893154509003,8.027135800875753,0.031,31.0,92.0,1.5939690717069854,4.775754001902278,0.33,12.0,6.968955879271701
7.6,0.15515511402852383,0.36004664744025977,17.828868101975928,0.046,87.0,221.0,1.1586495288804222,4.554221642078154,0.43,9.2,5.5763689462720265
5.2,0.8394060102140235,1.2533601420836424,6.165042981205695,0.027,21.0,128.0,1.565874160164406,5.515480963656645,0.49,11.2,9.191678968388786
7.4,0.46097482556110164,1.0653223868391941,12.414495165911381,0.05,40.0,227.0,1.6913273917953995,5.071864578045873,0.52,9.0,7.123168773807727
7.8,-0.4042725305265866,0.2676418746643163,15.816813149955188,0.059,33.0,181.0,1.9928700466595037,4.7135059963610635,0.42,10.9,7.160621387639522
6.8,0.40695992378385265,0.32383709366448094,8.583456954331654,0.054,53.0,143.0,1.3630239110290034,4.8867354879473,0.54,11.0,7.852038023813391
7.5,0.5287481313521908,0.4765819710006446,28.931340154865104,0.084,33.0,139.0,2.2851925870156538,4.63258799551473,0.39,8.8,6.26791807623358
6.5,-0.03197030484911856,0.17376132289185225,4.407202448714885,0.047,30.0,148.0,1.7504844950486957,5.411886849441841,0.43,12.7,7.297868129380637
7.0,0.13428113750002135,-0.04064281744972986,1.5490320394997212,0.032,42.0,104.0,1.127984437189858,5.20901997795132,0.37,11.7,8.292325300202888
8.2,0.10511328963172134,0.32619946278423,3.041209627480448,0.047,47.0,187.0,1.3357205657743332,5.24587161155116,0.5,10.2,7.68644009752285
7.3,-0.014680307237682905,0.3917853700493427,7.561816146358042,0.08,34.0,172.0,2.0163797492650457,5.5551275973850585,0.39,11.1,8.193046478476735
7.2,0.907832758511071,0.47632816730605915,16.451510452394675,0.108,43.0,187.0,1.9687767428887184,4.488436137336285,0.57,9.4,6.662706117705174
8.2,0.931336735579949,0.5355778151646348,8.580741418712636,0.03,15.0,118.0,1.5980680444681508,4.9164816550915935,0.34,9.6,6.115117056868755
7.3,0.2878295345551547,0.8781840188424842,2.9603447052230516,0.04,39.0,173.0,1.6318553109173557,4.535549689725337,0.51,11.4,7.756249133754437
7.0,0.9127169826661781,-0.04854189754516497,8.784840700277867,0.015,14.0,73.0,1.2340249178822087,5.4541268730306705,0.59,13.2,7.603367597869802
6.4,0.7406043235551116,0.4425213595125704,21.91837542242718,0.045,53.0,243.0,1.9935528220706027,4.979124405404788,0.48,8.5,7.46089970577645
6.6,-0.13829347739296471,0.5299907868434435,13.536538164417118,0.034,25.0,135.0,1.29698187396766,5.639618369974474,0.59,10.3,7.39459286788145
6.6,0.7110129082496293,0.0035057843088576734,13.886144763007849,0.034,27.0,133.0,1.8482223333370253,4.748551656699363,0.51,9.1,7.150758838535209
7.8,0.5765886261401837,0.21590386434080494,7.39969270620656,0.024,20.0,198.0,1.9931647105995414,5.194916527692904,0.66,11.9,7.538308794333216
6.8,0.63183295979639,0.501006437662149,4.1825044793019615,0.04,15.0,77.0,1.6045266662658528,5.8692772629949,0.74,10.2,5.575341497687744
6.2,1.0568664365263394,0.03594321390519062,11.106710219322338,0.041,26.0,157.0,1.8834034098366597,5.485915775291606,0.64,9.8,8.12295027573416
6.4,0.8338636290957752,0.21607467162379385,20.597695284453092,0.042,26.0,138.0,2.150131912407708,4.94473555102312,0.33,9.0,5.867641615886369
6.4,0.15798709812674255,0.19004303210267304,32.462879505176964,0.083,35.0,157.0,1.6800066397632216,5.030361079716339,0.5,9.1,7.032238158398975
9.2,-0.04888309300081489,0.5255008889881781,2.41009498756066,0.041,39.0,130.0,1.5386094550704164,4.195971542512833,0.49,9.8,8.62571877979773
7.2,0.5022582764107109,-0.07069161740348218,2.034576501000903,0.036,15.0,73.0,1.5700241427345452,5.524633989693448,0.39,9.9,7.0159755123105425
8.6,0.06164141890181299,0.6498689458464013,5.224590075348318,0.04,41.0,143.0,1.3662236291983736,4.966290141793899,0.39,10.2,6.620002735882609
5.0,0.4899772534875121,0.05784300236612144,18.620083446220587,0.03,34.0,118.0,1.362964862178938,4.901272706687946,0.5,9.4,7.550837339274981
6.9,0.13454419293767006,0.4775273389408441,6.515473205852239,0.035,26.0,155.0,1.720722029147711,5.11475813359331,0.79,12.3,8.317735508481984
7.3,0.549059337457351,0.4863685304954306,10.621033573629175,0.038,32.0,138.0,1.5380150533552148,5.00627043483361,0.3,11.9,7.203933832931009
7.5,0.16123423063496164,0.4660475823900351,10.706594079567944,0.036,45.0,138.0,1.6885107530553798,5.301207454084866,0.68,11.4,6.801521933762953
6.2,0.16138167595748387,0.7070973877960218,2.1233764118985494,0.029,23.0,81.0,1.1370191550442286,4.718028331248446,0.42,12.2,7.756187568747853
7.1,0.03311575988436288,0.6980884752754791,23.13898644445354,0.047,47.0,156.0,1.571334352443858,5.370646888683637,0.78,9.1,6.503692479523044
7.5,0.7556878833424812,1.0296722095525674,19.45615192377959,0.041,53.0,161.0,1.9064433550271391,5.498795537268773,0.44,8.7,5.991594076588378
6.8,0.26869880746270214,1.1088089437820106,12.73380215204021,0.037,49.0,173.0,1.2579387169071945,4.671495126305593,0.47,9.3,6.594421434102943
9.4,0.3729628415240894,0.2937799817433271,1.8512729689850538,0.047,25.0,109.0,1.5923179242403656,5.14237435015008,0.28,12.5,7.423206580579651
5.8,0.5474573157603767,0.5400226644418313,2.1352061296844584,0.037,3.0,75.0,1.0282572067304767,5.8305238366155105,0.34,11.4,6.10809328935643
6.2,0.7716810364900883,1.0348692929232601,6.8741670941023125,0.047,17.0,90.0,1.1954013933180478,5.563252546963103,0.37,11.6,7.00168599610493
6.4,0.49109257621741986,0.5910317659007812,13.025650148945324,0.057,21.0,82.0,1.8330982663034148,5.061980995767182,0.36,10.0,6.779185227684666
5.8,0.6532042274833878,0.1715493270414209,1.6163968362738097,0.042,35.0,101.0,1.4919187120061153,5.437840613886782,0.48,11.4,7.452759459460512
6.6,0.26263401309210965,0.5415263521035929,11.659112657335577,0.052,19.0,184.0,2.139581859661563,4.975366496004553,0.38,9.0,5.8160000299413
6.4,0.2990822837192383,0.4979622322020189,8.883807502141057,0.038,42.0,111.0,1.716756933127294,4.8635784587035005,0.53,11.9,7.448200520407048
6.2,0.6125856147486746,0.7077682891993168,1.8019045895855699,0.057,21.0,82.0,1.7447786994667975,5.2897243677520756,0.46,10.9,7.101777360045193
7.1,-0.06327924462649492,0.4020228814453476,23.636019131744405,0.051,48.0,156.0,1.2762073850315303,5.276010160158042,0.78,9.1,6.981696290671044
7.3,0.3132040644365188,0.540536926437035,1.483236656440971,0.036,26.0,101.0,1.4684683869466642,4.977824681423025,0.37,11.7,7.0244533996376965
7.7,0.0964215487217634,0.5912904242227865,1.895711572578968,0.04,26.0,117.0,1.3690091453857163,4.91148504579269,0.56,10.8,7.295733435614563
6.6,0.3185278233771781,1.1745180404706117,4.943111255057099,0.035,15.0,101.0,1.2630234781348244,4.481014539926602,0.37,12.5,6.580355781663759
7.2,0.8082356958592611,0.5259753779405111,18.02226123740388,0.061,46.0,149.0,1.795519937828841,4.771615767982289,0.59,9.3,6.785595695647995
5.9,0.5677811924729166,0.23665679557486094,1.6083172660826266,0.052,42.0,86.0,1.844458759730604,5.8105354654536345,0.47,11.55,6.6123154941214475
7.1,0.7749420683383761,0.13795492138008025,10.909666164756556,0.055,44.5,234.0,1.7152011582502347,5.608660877878839,0.64,10.2,6.679621967503618
6.3,0.6031224440491337,0.2532441856086764,8.61367047319968,0.035,29.0,142.0,1.342299842032204,5.276521866320537,0.33,10.1,8.436801872104722
6.7,0.3422134913311493,0.6202742472718045,13.90891764405975,0.036,29.0,148.0,1.6915390105292387,5.37822574151155,0.62,9.9,7.283161983132187
6.5,0.0965209876288309,-0.5032098582171667,1.257553171156787,0.046,23.0,107.0,1.0161164795603033,5.216504116221387,0.45,10.0,6.4377047127088805
6.7,0.1993729221747521,0.16984375191209602,10.516464497477322,0.044,28.0,100.0,1.9864707806124122,5.552409877487734,0.33,10.2,7.67113579607597
5.6,0.6784520636839761,0.4732057628482659,7.620463068136789,0.042,24.0,72.0,1.195834947308769,5.262826247211477,0.37,12.6,7.553677522083742
8.5,0.9168858207983751,0.4642932989201477,16.091271675823634,0.044,20.0,142.0,1.2597023052684608,5.33014911894745,0.53,10.0,6.495755127779007
6.4,0.2230930706911412,0.6265871357117512,1.4162375729838645,0.041,35.0,136.0,1.6221876808710578,4.813618685282018,0.46,10.2,5.738090718165487
7.9,0.23390156541436172,0.07649306658384403,18.532532142986646,0.04,53.0,202.0,1.6565758680726137,5.126926776000999,0.57,9.6,7.060741405035818
6.8,0.23811099010838527,0.5710648460459651,5.060285176321476,0.026,31.0,99.0,1.5615354204644647,5.042528043083127,0.4,12.4,8.863916672381594
6.3,0.700986959256144,0.7381669224577858,21.647751085779205,0.035,53.0,134.0,1.2600336177053113,5.055048162602238,0.38,10.6,7.386200071065687
6.6,0.812136477801729,0.8469489427524609,2.8693084317204995,0.042,26.0,105.0,1.9233963980809878,4.9534726716490844,0.75,12.4,8.053344404203395
6.1,0.5406359079479188,0.04224308460368642,3.8067391005040183,0.042,23.0,218.5,1.0838152396792249,5.040590950304288,0.6,9.8,6.336637360872876
6.0,0.7253047504530754,0.5103658387572153,5.630014588333324,0.035,38.0,111.0,1.1369713028654669,5.1727057991938965,0.47,13.6,7.698442972794573
6.3,0.5713962769125808,0.1033737644435456,9.219183991168999,0.041,22.0,145.0,1.5587851684136558,5.228681732908942,0.63,9.9,6.131212755501153
5.6,0.4192436967843375,0.058157267405129665,15.960001325971907,0.028,28.0,131.0,1.2133698054466837,5.545851161111761,0.42,10.8,8.477331092405036
6.5,0.8079465487072881,0.1318396825078875,1.9266406604315847,0.054,11.0,107.0,1.9571555828827776,5.190180378736238,0.39,8.5,5.9855021577293295
6.2,0.46369215386604645,0.1925066024297572,2.692825996392732,0.039,24.0,92.0,1.2323596093761258,5.220625596560169,0.5,11.2,6.6217233729764065
8.2,0.6936502984834884,0.7402251404491609,8.332575412071588,0.076,19.0,92.0,2.0533161456630937,4.749557807471617,0.39,12.5,6.9610629736601535
7.6,0.5046243090481626,0.5859190029040708,7.33541725528245,0.05,23.0,98.0,1.901288649731472,4.867866505196833,0.47,9.5,6.840211695701909
5.5,0.45851656962347986,0.18226665956733973,3.3012152723538155,0.037,24.0,118.0,1.9506447206522752,5.0453917738104925,0.39,13.55,6.321436290164551
7.1,0.7046026790437177,0.37473360585072124,4.539311257615661,0.041,35.0,128.0,2.1494917948859737,5.7214121370452276,0.43,13.5,7.714223919903696
5.9,0.5875627126253553,0.3657907723150129,12.575732379446404,0.047,60.0,206.0,1.6163683772287298,5.213490289642229,0.39,9.6,6.303593606834777
6.0,0.5088444541557874,0.5062784558046308,3.9502094776615224,0.026,31.0,85.0,1.2803316212540128,5.201589087529313,0.5,11.3,7.3816025547519875
6.6,0.30073412146481393,0.6699134824411342,27.746043557105384,0.047,37.0,118.0,1.5675936372694075,5.05940708159843,0.46,8.8,6.429527756066765
6.0,0.43222544993914563,0.63923469794419,2.9106700031422923,0.048,40.0,170.0,1.4200803183773114,5.745154953010883,0.54,10.0,8.47672564911293
7.8,0.1360280785957698,0.43141759069245206,14.633264929657239,0.047,38.0,132.0,1.3824426182458835,5.588196763987501,0.53,10.2,7.74458253167975
6.9,-0.10045342070931895,0.5618053450315235,22.36688002877029,0.05,64.0,227.0,1.6418960310420498,5.000650868872099,0.58,9.6,6.231960161480886
6.4,0.5829411303916969,-0.020006210382241596,15.426713324679167,0.052,24.0,90.0,1.500568735737676,5.676516364682766,0.49,9.4,7.790091833137245
6.4,0.3636885190041491,1.091599287837817,23.088183390646552,0.048,29.0,228.0,1.3736170947049013,5.115737900580066,0.54,8.8,7.436702913519727
6.6,0.33586384106587147,0.4258710206403028,12.314549935578365,0.031,36.0,135.0,1.5164592822238228,4.816008244256788,0.37,10.5,6.373440046986179
6.4,0.5752611101293984,0.7864520721278772,4.721456420146731,0.059,19.0,112.0,1.7537175392611117,5.197618862470859,0.4,9.2,7.129279285383152
8.1,0.9401027839628238,0.8428327876395506,11.160014216751582,0.042,22.0,124.0,1.8779651619778088,4.692599493169369,0.41,10.8,7.317925772356427
6.3,0.6321065856473855,0.8955852625864333,5.3972865409523925,0.027,23.0,109.0,1.1034108260427031,5.504692067504983,0.54,12.8,8.417128473594518
6.0,0.3068630611353802,0.821896460009895,9.328229024043528,0.052,56.0,152.0,1.4994076741014373,4.697752403172606,0.88,10.5,6.093821358663947
9.3,0.5443597606177948,0.09839411063373638,2.5414493002774465,0.05,28.0,178.0,1.5502370383575887,4.960297590858145,0.43,9.0,4.598545794933714
6.2,1.8629422502824562,-0.16832464407836367,5.032578091595333,0.041,18.0,120.0,1.2296599933317105,4.690481091042579,0.94,13.7,8.213434324980328
6.4,0.6177068581174265,0.39725951179841057,3.6740767139933146,0.039,34.0,137.0,1.5472242800877904,5.99925010282082,0.38,12.7,7.97845208774293
9.1,0.3187741615104494,0.2498651338675028,1.9074673758207763,0.031,15.0,151.0,1.6341586828620083,4.351812132115105,0.41,10.6,5.4851382011569605
8.0,0.608978194406407,0.09488175484538675,27.671277173345246,0.036,49.0,219.0,1.7550103635842973,4.738944122118921,0.46,9.7,5.950581256675845
6.7,-0.10380372057446957,0.005918252425367254,2.145442382022966,0.06,33.0,154.0,1.612587407689501,5.526991282299005,0.56,9.5,6.62546040074519
7.4,0.6539287780193193,0.6577163843297368,22.774445006544024,0.053,37.0,194.0,1.3338911770007333,5.430915772576109,0.63,9.4,6.991386908611828
